,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
1903,19,Male,Other,Undergraduate,TikTok,Entertainment,7.4,221,1.1,0.7,5.2,Very High,4.0
1904,24,Male,Other,Graduate,Instagram,Entertainment,3.5,141,4.3,2.2,7.5,Medium,8.9
1905,19,Male,Nepal,Undergraduate,TikTok,Entertainment,4.4,161,2.6,2.2,8.0,High,7.0
1906,23,Female,Bahamas,Graduate,LinkedIn,Education,2.5,113,5.6,2.9,7.0,Low,7.4
1907,18,Female,Other,High School,YouTube,Education,6.5,209,1.4,1.5,5.3,High,4.3
1908,22,Male,Other,Undergraduate,TikTok,Entertainment,6.0,192,1.1,1.5,5.6,Very High,6.0
1909,24,Female,Other,Graduate,Snapchat,Entertainment,5.5,202,2.5,2.3,6.9,High,6.4
1910,24,Female,Other,Graduate,Facebook,Networking,3.6,151,6.2,2.2,7.4,Medium,6.1
1911,21,Male,Other,Undergraduate,Snapchat,Entertainment,3.8,122,3.8,2.0,7.0,Medium,6.1
1912,21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.1,138,1.7,1.2,7.8,Medium,6.1
1913,23,Male,Other,Graduate,Instagram,Entertainment,5.7,207,1.3,1.9,5.2,Very High,5.2
1914,19,Male,Other,Undergraduate,TikTok,Entertainment,6.8,222,1.4,1.1,5.0,Very High,4.4
1915,21,Male,India,Undergraduate,Snapchat,Entertainment,2.7,106,5.9,2.2,7.7,Medium,8.1
1916,19,Female,Japan,Undergraduate,LINE,Entertainment,3.4,147,4.8,2.4,7.8,Medium,8.2
1917,22,Male,USA,Undergraduate,Twitter,News,3.9,159,3.9,2.4,7.6,Medium,8.5
1918,18,Male,Other,High School,TikTok,Entertainment,7.7,244,1.1,1.1,6.2,Very High,4.6
1919,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.1,107,5.0,3.1,9.5,Low,8.3
1920,18,Male,Other,High School,TikTok,Entertainment,5.7,203,1.7,2.1,6.0,Very High,4.9
1921,18,Male,Germany,High School,YouTube,Education,6.2,215,2.1,0.9,4.3,Very High,5.1
1922,19,Female,USA,Undergraduate,Instagram,Entertainment,7.0,213,0.7,1.2,6.1,Very High,4.1
1923,24,Male,Other,Graduate,YouTube,Education,6.7,239,1.6,1.4,5.5,Very High,5.8
1924,22,Female,Other,Undergraduate,YouTube,Education,2.9,121,5.2,2.6,7.9,Low,7.3
1925,20,Female,India,Undergraduate,Snapchat,Entertainment,6.7,207,0.8,0.9,5.7,Very High,4.4
1926,20,Female,Nepal,Undergraduate,TikTok,Entertainment,5.4,185,3.1,1.7,5.7,High,6.1
1927,24,Male,Other,Graduate,Facebook,Networking,4.2,155,4.0,2.1,6.3,Medium,6.6
1928,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,155,3.1,1.6,7.6,Medium,6.2
1929,21,Male,Mexico,Undergraduate,WhatsApp,News,6.1,203,1.4,2.8,5.8,Very High,5.9
1930,21,Male,China,Undergraduate,WeChat,Entertainment,4.1,145,2.7,2.5,7.4,High,6.6
1931,20,Female,USA,Undergraduate,TikTok,Entertainment,7.3,230,1.4,1.4,5.0,Very High,5.0
1932,20,Female,India,Undergraduate,WhatsApp,Networking,6.9,214,2.0,1.9,5.7,Very High,5.2
1933,24,Male,Other,Graduate,LinkedIn,Education,3.9,129,4.2,1.7,7.6,Low,9.0
1934,22,Male,Other,Undergraduate,TikTok,Entertainment,5.6,185,3.0,1.6,6.3,High,6.2
1935,20,Male,Spain,Undergraduate,Facebook,Networking,6.6,211,1.0,0.9,5.9,Very High,4.5
1936,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,93,6.1,2.8,9.7,Low,7.9
1937,24,Male,Other,Graduate,Snapchat,Entertainment,6.0,204,1.4,2.5,4.7,High,5.0
1938,18,Female,Mexico,High School,Instagram,Entertainment,7.0,203,2.4,1.7,5.4,Very High,5.0
1939,20,Male,Other,Undergraduate,LinkedIn,Education,2.0,89,5.1,3.0,7.4,Low,7.6
1940,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.2,138,3.8,1.7,7.5,High,7.1
1941,22,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.3,162,4.1,1.1,7.6,Low,7.2
1942,24,Male,Sweden,Graduate,LinkedIn,Education,1.9,112,7.3,2.8,7.8,Low,7.9
1943,21,Male,UK,Undergraduate,TikTok,Entertainment,4.8,151,2.9,1.4,6.4,High,6.2
1944,18,Male,Other,High School,Snapchat,Entertainment,6.4,194,0.9,1.2,4.9,Very High,5.4
1945,23,Female,Other,Graduate,Facebook,Networking,7.8,251,1.2,0.6,5.4,Very High,4.7
1946,20,Female,Other,Undergraduate,Twitter,News,6.4,227,1.4,1.5,5.2,High,5.7
1947,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.3,182,3.3,2.3,7.1,Medium,7.1
1948,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,157,3.8,1.8,7.5,High,6.8
1949,18,Male,Belgium,High School,TikTok,Entertainment,4.9,182,1.3,1.8,5.4,Very High,5.1
1950,22,Male,Malaysia,Undergraduate,WhatsApp,Networking,5.9,178,3.4,0.8,6.7,Medium,6.0
1951,21,Male,Maldives,Undergraduate,TikTok,Entertainment,5.7,169,2.7,1.9,6.2,High,5.7
1952,20,Female,Finland,Undergraduate,Instagram,Entertainment,4.7,160,3.0,1.2,7.3,High,6.7
1953,23,Male,Canada,Graduate,Instagram,Entertainment,5.5,182,2.6,1.1,6.7,High,5.7
1954,20,Female,USA,Undergraduate,Twitter,News,4.9,176,1.5,2.0,6.5,High,7.2
1955,19,Female,Japan,Undergraduate,LINE,News,2.8,126,4.4,2.4,8.5,Medium,8.1
1956,18,Female,Other,High School,LinkedIn,Education,4.9,177,2.6,2.4,6.5,High,6.2
1957,21,Male,Turkey,Undergraduate,Instagram,Entertainment,5.2,168,3.1,1.6,7.1,Very High,5.8
1958,23,Male,Sri Lanka,Graduate,LinkedIn,Education,2.3,107,4.6,2.4,7.4,Low,8.0
1959,22,Male,India,Undergraduate,Twitter,News,5.5,182,1.7,1.1,7.3,High,6.9
1960,21,Female,Other,Undergraduate,Instagram,Entertainment,5.4,177,1.0,1.3,5.3,Very High,5.0
1961,24,Male,Other,Graduate,LinkedIn,Education,4.1,131,4.4,1.7,7.4,Low,8.8
1962,19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150,1.1,0.8,5.4,High,6.2
1963,19,Female,Spain,Undergraduate,Instagram,Entertainment,3.8,145,4.0,1.3,8.1,High,6.2
1964,21,Male,Georgia,Undergraduate,LinkedIn,Education,2.9,135,4.2,2.4,7.3,Low,7.8
1965,19,Female,Other,Undergraduate,Facebook,Networking,5.2,186,3.3,2.5,6.6,High,6.5
1966,22,Male,Russia,Undergraduate,VKontakte,Education,3.6,157,5.8,1.6,7.7,Medium,6.8
1967,18,Male,Other,High School,Instagram,Entertainment,3.5,119,3.5,1.5,6.2,Medium,6.8
1968,24,Male,Other,Graduate,Snapchat,Entertainment,6.7,219,3.6,0.7,5.3,Very High,5.1
1969,22,Male,Venezuela,Undergraduate,Facebook,Networking,3.2,120,4.5,2.9,6.7,Medium,7.2
1970,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,198,1.5,1.2,5.5,Very High,5.0
1971,24,Female,Other,Graduate,YouTube,Education,7.3,246,0.8,0.5,5.8,Very High,4.6
1972,19,Female,Japan,Undergraduate,LINE,Education,3.6,143,5.3,2.6,8.1,Medium,8.3
1973,22,Male,Bangladesh,Undergraduate,Facebook,Networking,4.7,172,3.2,2.4,6.7,High,4.6
1974,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,168,3.3,2.3,7.8,High,6.0
1975,19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.6,120,4.5,1.7,8.8,Low,7.0
1976,22,Male,Nepal,Undergraduate,Facebook,Networking,4.1,128,4.1,2.5,7.8,Medium,6.9
1977,19,Male,India,Undergraduate,Facebook,Networking,3.8,120,3.8,1.6,8.9,Medium,7.7
1978,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,186,2.4,3.4,6.9,High,4.7
1979,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.1,106,4.1,1.3,8.6,Medium,8.4
1980,22,Male,Poland,Undergraduate,Facebook,Networking,4.0,151,4.6,2.6,8.3,Medium,6.7
1981,22,Female,Spain,Undergraduate,TikTok,Entertainment,6.4,210,1.7,0.9,6.0,Very High,5.0
1982,21,Male,Canada,Undergraduate,YouTube,Education,3.6,146,5.5,1.3,9.0,Low,8.5
1983,20,Male,Other,Undergraduate,Snapchat,Entertainment,1.9,86,5.6,1.9,8.5,Low,7.4
1984,21,Female,USA,Undergraduate,Twitter,News,5.4,179,2.1,2.0,6.8,High,5.9
1985,21,Male,Malaysia,Undergraduate,WhatsApp,Education,5.8,173,1.2,1.5,6.5,High,5.8
1986,20,Female,Other,Undergraduate,TikTok,Entertainment,3.4,121,3.5,1.9,8.4,Low,7.4
1987,19,Female,UAE,Undergraduate,Instagram,Entertainment,7.0,235,0.9,1.2,6.0,Very High,4.9
1988,21,Male,Canada,Undergraduate,Twitter,News,1.8,92,6.0,2.2,8.7,Low,7.0
1989,24,Female,Other,Graduate,LinkedIn,Education,3.6,140,4.6,3.1,8.5,Low,7.9
1990,20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.8,151,2.3,2.7,8.6,Medium,7.9
1991,23,Male,Canada,Graduate,Instagram,Entertainment,5.4,181,0.7,1.7,7.1,High,6.0
1992,21,Male,Other,Undergraduate,Instagram,Entertainment,5.4,183,2.2,1.7,6.8,High,6.7
1993,22,Male,Denmark,Undergraduate,Facebook,Networking,3.0,117,4.8,2.7,8.6,Low,8.4
1994,19,Male,Other,Undergraduate,Facebook,Networking,5.4,192,2.2,1.5,6.8,High,6.7
1995,19,Female,Other,Undergraduate,LinkedIn,Education,4.7,169,4.0,1.7,7.1,High,6.7
1996,23,Female,Other,Graduate,YouTube,Education,2.7,120,5.9,2.6,7.2,Medium,8.6
1997,22,Female,Other,Undergraduate,TikTok,Entertainment,5.4,185,2.1,2.1,6.4,Medium,6.7
1998,18,Male,Other,High School,Snapchat,Entertainment,6.0,212,2.6,2.0,5.1,Very High,5.2
1999,19,Male,India,Undergraduate,LinkedIn,Education,5.6,170,1.0,1.8,7.3,High,6.7
2000,22,Female,Other,Undergraduate,YouTube,Education,6.7,197,0.7,0.8,5.0,Very High,3.9
2001,21,Male,Other,Undergraduate,Twitter,News,5.9,192,1.6,2.1,5.5,High,4.7
2002,21,Male,Other,Undergraduate,Facebook,Networking,5.7,176,2.2,1.7,4.3,Very High,4.7
2003,20,Female,Other,Undergraduate,Instagram,Entertainment,1.8,111,7.3,3.1,8.1,Low,8.0
2004,18,Male,India,High School,Instagram,Entertainment,6.7,195,0.9,1.8,4.9,Very High,4.0
2005,21,Male,Georgia,Undergraduate,LinkedIn,Education,3.1,135,4.6,2.6,7.0,Low,8.0
2006,24,Male,Australia,Graduate,Snapchat,Entertainment,3.9,131,3.8,2.5,8.6,Medium,8.5
2007,24,Female,Other,Graduate,Snapchat,Entertainment,5.9,202,2.6,2.2,6.8,High,6.5
2008,22,Female,Other,Undergraduate,TikTok,Entertainment,7.0,228,1.2,0.6,4.8,Very High,6.1
2009,23,Male,Other,Graduate,LinkedIn,Education,6.4,213,1.2,1.6,5.0,Very High,4.3
2010,23,Female,Canada,Graduate,Snapchat,Entertainment,5.7,170,0.8,1.8,7.1,High,6.6
2011,22,Male,Denmark,Undergraduate,Facebook,Networking,3.3,127,4.9,1.8,8.3,Medium,8.0
2012,22,Female,UK,Undergraduate,Snapchat,Entertainment,4.1,135,4.5,1.4,6.5,Medium,6.1
2013,18,Female,Other,High School,TikTok,Entertainment,3.7,114,3.8,2.0,7.0,Medium,6.5
2014,23,Female,Taiwan,Graduate,LinkedIn,Education,2.6,95,6.4,3.0,7.3,Medium,7.8
2015,20,Male,Russia,Undergraduate,Instagram,Entertainment,6.7,230,0.8,2.2,5.8,Very High,4.0
2016,20,Male,UK,Undergraduate,Instagram,Entertainment,7.7,223,1.1,1.2,5.3,Very High,5.1
2017,23,Male,Other,Graduate,Twitter,News,8.4,241,1.3,1.0,5.8,Very High,5.0
2018,21,Female,USA,Undergraduate,Facebook,Networking,3.9,123,4.7,3.0,7.6,Medium,8.3
2019,24,Female,Other,Graduate,YouTube,Education,7.6,225,1.1,1.3,5.6,Very High,5.5
2020,24,Female,India,Graduate,Snapchat,Entertainment,2.8,117,4.6,2.0,7.4,Medium,7.4
2021,19,Female,Other,Undergraduate,LinkedIn,Education,4.7,169,3.7,1.8,7.0,High,6.4
2022,22,Male,Mexico,Undergraduate,WhatsApp,News,6.2,212,1.3,0.8,5.9,Very High,6.2
2023,22,Female,Denmark,Undergraduate,Twitter,News,4.7,162,3.8,2.0,7.3,High,7.2
2024,19,Female,USA,Undergraduate,Instagram,Entertainment,8.6,257,1.3,0.3,3.7,Very High,5.3
2025,18,Male,Other,High School,Instagram,Entertainment,7.0,219,1.3,1.6,5.5,Very High,4.7
2026,24,Female,Other,Graduate,Instagram,Entertainment,3.8,152,5.9,2.1,8.6,Medium,8.8
2027,23,Male,India,Graduate,Instagram,Entertainment,3.9,149,5.1,2.0,6.4,Medium,6.5
2028,22,Male,Other,Undergraduate,Snapchat,Entertainment,7.5,243,1.0,1.1,5.6,Very High,6.0
2029,21,Male,India,Undergraduate,Facebook,Networking,4.9,157,3.2,1.5,8.8,Medium,7.1
2030,20,Female,Other,Undergraduate,TikTok,Entertainment,5.1,172,1.7,2.0,7.0,Medium,6.7
2031,20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.6,131,5.6,2.6,8.6,Medium,7.5
2032,19,Female,Other,Undergraduate,YouTube,Education,8.2,250,0.7,1.7,5.9,Very High,4.7
2033,21,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.4,142,5.0,2.5,8.2,Medium,4.9
2034,20,Female,USA,Undergraduate,TikTok,Entertainment,8.5,247,0.8,0.9,4.3,Very High,4.9
2035,19,Male,Lebanon,Undergraduate,YouTube,Education,5.9,172,1.0,2.0,5.2,Very High,5.0
2036,22,Male,Mexico,Undergraduate,WhatsApp,News,5.6,197,2.0,0.2,6.5,High,6.1
2037,19,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,204,1.0,1.4,5.8,Very High,3.8
2038,23,Female,Other,Graduate,Snapchat,Entertainment,5.7,171,1.7,2.1,6.9,High,6.1
2039,22,Male,Nepal,Undergraduate,Facebook,Networking,3.8,142,4.1,1.9,8.3,Low,6.9
2040,21,Male,USA,Undergraduate,YouTube,Education,6.9,237,0.8,0.6,6.0,Very High,4.8
2041,19,Female,Japan,Undergraduate,LINE,Entertainment,3.0,134,4.3,2.2,8.4,Low,7.9
2042,20,Female,Italy,Undergraduate,TikTok,Entertainment,4.6,166,3.4,1.4,7.5,Medium,6.6
2043,23,Male,India,Graduate,TikTok,Entertainment,1.9,113,5.8,2.6,7.2,Medium,8.9
2044,24,Male,Australia,Graduate,Snapchat,Entertainment,4.1,131,4.0,2.8,8.5,Medium,8.7
2045,22,Male,Russia,Undergraduate,VKontakte,Education,3.8,139,2.7,2.2,8.0,Medium,7.4
2046,19,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.2,152,2.4,1.4,7.0,Medium,6.8
2047,21,Male,India,Undergraduate,Facebook,Networking,4.7,157,3.0,1.8,8.9,Medium,6.8
2048,19,Male,Other,Undergraduate,YouTube,Education,3.4,136,4.6,1.9,8.7,Low,7.3
2049,19,Female,Norway,Undergraduate,Instagram,Entertainment,5.2,154,3.7,2.3,5.7,High,5.0
2050,23,Female,India,Graduate,Snapchat,Entertainment,1.1,74,5.7,3.0,7.3,Low,7.2
2051,22,Male,Mexico,Undergraduate,WhatsApp,Education,7.3,212,0.8,0.6,4.8,Very High,6.3
2052,22,Male,France,Undergraduate,Facebook,Networking,4.4,165,1.8,2.1,7.0,High,7.2
2053,19,Female,Other,Undergraduate,LinkedIn,Education,5.0,151,2.1,2.7,6.7,High,6.8
2054,24,Female,Other,Graduate,Twitter,News,3.0,115,5.2,2.3,7.1,Medium,8.0
2055,19,Male,Nepal,Undergraduate,TikTok,Entertainment,4.1,128,3.4,1.7,8.4,High,6.9
2056,22,Male,France,Undergraduate,Facebook,Networking,4.6,165,2.3,1.8,7.5,High,6.9
2057,23,Female,USA,Graduate,YouTube,Education,7.7,255,0.9,1.0,4.9,Very High,6.2
2058,20,Male,Canada,Undergraduate,LinkedIn,Education,4.3,156,3.9,2.9,6.4,Medium,6.6
2059,20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.0,135,3.7,2.4,7.8,Medium,6.9
2060,20,Male,Other,Undergraduate,Instagram,Entertainment,5.2,183,2.4,1.1,6.8,Very High,6.9
2061,21,Male,India,Undergraduate,WhatsApp,News,6.9,224,3.3,1.4,6.0,Very High,5.3
2062,21,Male,Finland,Undergraduate,Instagram,Entertainment,4.5,140,2.7,1.6,7.4,Medium,6.9
2063,19,Female,USA,Undergraduate,Facebook,Networking,6.1,211,2.0,1.6,4.5,Very High,4.2
2064,22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.2,142,4.3,2.5,8.6,Medium,6.2
2065,20,Female,India,Undergraduate,TikTok,Entertainment,7.5,210,1.0,1.7,5.6,Very High,3.9
2066,20,Female,France,Undergraduate,Instagram,Entertainment,2.6,104,5.4,2.2,9.2,Low,7.0
2067,18,Male,USA,High School,Facebook,Networking,4.2,166,4.0,1.5,7.2,Medium,6.2
2068,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.6,133,2.0,2.2,8.8,Medium,7.7
2069,18,Male,UK,High School,LinkedIn,Education,7.2,245,1.0,1.1,5.1,Very High,4.1
2070,22,Male,Other,Undergraduate,Snapchat,Entertainment,7.6,243,0.5,1.4,6.0,Very High,5.8
2071,21,Male,Other,Undergraduate,YouTube,Education,5.8,200,2.0,0.0,7.4,High,6.2
2072,21,Male,India,Undergraduate,Facebook,Networking,7.6,247,0.8,1.3,5.9,Very High,4.8
2073,19,Female,Other,Undergraduate,Twitter,News,5.7,191,3.7,0.7,5.5,Very High,5.2
2074,22,Male,Other,Undergraduate,Facebook,Networking,4.2,161,3.9,2.2,6.9,Medium,6.2
2075,19,Male,Other,Undergraduate,TikTok,Entertainment,4.3,165,4.7,2.2,7.1,High,6.1
2076,22,Male,Poland,Undergraduate,Facebook,Networking,3.6,151,4.5,2.2,8.0,Medium,7.3
2077,18,Male,Other,High School,Snapchat,Entertainment,6.2,208,1.1,1.3,5.6,Very High,4.4
2078,22,Male,Other,Undergraduate,TikTok,Entertainment,1.8,71,6.4,2.7,8.0,Low,8.7
2079,24,Male,China,Graduate,WeChat,Entertainment,5.6,188,2.2,0.9,6.7,High,6.2
2080,20,Male,Australia,Undergraduate,Snapchat,Entertainment,5.7,182,1.4,1.4,5.9,Very High,5.1
2081,19,Female,India,Undergraduate,Facebook,Networking,5.8,193,1.5,1.0,7.6,High,6.8
2082,21,Female,Other,Undergraduate,YouTube,Education,4.6,138,3.7,3.0,6.1,High,6.4
2083,24,Female,Other,Graduate,TikTok,Entertainment,6.2,202,1.9,1.4,5.0,High,5.8
2084,19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,5.1,168,3.5,0.8,5.8,High,4.9
2085,23,Female,Other,Graduate,LinkedIn,Education,1.4,73,7.1,2.5,8.7,Low,7.6
2086,20,Female,Nepal,Undergraduate,TikTok,Entertainment,5.4,199,1.7,1.1,6.0,High,6.1
2087,20,Male,Other,Undergraduate,Twitter,News,8.4,233,0.9,1.2,4.6,Very High,5.1
2088,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.6,150,5.1,2.2,8.4,Low,8.0
2089,19,Female,USA,Undergraduate,Instagram,Entertainment,6.4,208,2.1,2.2,5.8,High,5.1
2090,19,Male,Other,Undergraduate,YouTube,Education,3.3,136,5.0,1.7,8.9,Low,7.4
2091,21,Male,Italy,Undergraduate,TikTok,Entertainment,5.2,155,2.8,1.4,7.1,High,4.7
2092,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.7,167,3.1,1.5,6.5,High,5.2
2093,21,Male,Other,Undergraduate,LinkedIn,Education,8.4,236,0.7,1.1,5.6,Very High,5.2
2094,21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.8,196,1.8,1.2,5.6,Very High,5.7
2095,20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.0,211,2.4,1.3,6.2,Very High,6.1
2096,22,Male,Other,Undergraduate,Facebook,Networking,6.4,190,3.6,1.8,5.8,Very High,5.7
2097,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.5,226,1.2,2.2,5.3,Very High,5.5
2098,20,Male,Other,Undergraduate,TikTok,Entertainment,3.7,123,5.0,2.8,7.8,High,7.8
2099,22,Female,Other,Undergraduate,Instagram,Entertainment,7.9,257,0.9,0.8,4.8,Very High,3.9
2100,19,Female,Norway,Undergraduate,Instagram,Entertainment,4.7,154,4.0,2.5,5.3,High,5.0
2101,20,Female,Morocco,Undergraduate,TikTok,Entertainment,4.2,140,4.0,2.1,5.5,High,6.1
2102,22,Male,Russia,Undergraduate,VKontakte,News,4.4,154,2.7,1.6,7.6,Very High,7.1
2103,22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.6,145,2.0,1.6,4.1,High,5.9
2104,19,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.5,140,4.7,2.0,7.5,Medium,4.9
2105,24,Female,Other,Graduate,YouTube,Education,2.1,94,6.1,2.1,9.0,Low,8.4
2106,22,Male,Poland,Undergraduate,Facebook,Networking,3.7,145,3.8,2.4,8.1,High,7.3
2107,22,Male,USA,Undergraduate,LinkedIn,Education,5.6,204,3.2,0.7,6.5,Medium,6.5
2108,18,Male,Other,High School,Twitter,News,7.3,219,0.8,1.6,5.2,Very High,4.6
2109,24,Male,Other,Graduate,Instagram,Entertainment,2.2,114,4.5,1.5,7.0,Low,7.3
2110,21,Male,Other,Undergraduate,Twitter,News,4.9,152,3.3,2.1,6.5,Medium,7.1
2111,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,165,3.7,1.2,7.1,Medium,7.1
2112,18,Female,Czech Republic,High School,Snapchat,Entertainment,5.9,195,3.4,1.6,5.1,Very High,3.8
2113,22,Female,Other,Undergraduate,LinkedIn,Education,8.0,246,1.0,1.3,5.6,Very High,5.5
2114,18,Male,Germany,High School,YouTube,Education,6.2,215,2.1,1.0,4.9,Very High,5.0
2115,20,Male,Sri Lanka,Undergraduate,Facebook,Networking,5.8,185,2.7,1.5,5.8,High,6.2
2116,23,Female,Switzerland,Graduate,Instagram,Entertainment,3.8,157,2.4,2.4,7.6,Medium,7.0
2117,21,Female,Canada,Undergraduate,Twitter,News,7.1,219,1.2,0.7,5.3,Very High,4.3
2118,19,Male,Other,Undergraduate,Instagram,Entertainment,3.4,128,4.1,2.3,8.3,Medium,7.3
2119,20,Female,France,Undergraduate,Instagram,Entertainment,3.1,124,5.8,2.8,8.8,Low,6.9
2120,21,Male,Other,Undergraduate,Snapchat,Entertainment,5.2,179,1.9,3.1,6.3,High,6.0
2121,18,Male,Other,High School,LinkedIn,Education,7.3,242,1.1,0.0,5.2,Very High,4.2
2122,19,Female,Spain,Undergraduate,Instagram,Entertainment,3.6,143,4.1,2.8,8.3,Medium,5.8
2123,23,Female,India,Graduate,YouTube,Education,8.1,215,1.0,0.9,4.6,Very High,4.8
2124,19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.6,120,4.4,1.7,8.2,Low,6.8
2125,20,Male,Other,Undergraduate,LinkedIn,Education,5.5,206,1.4,1.8,5.3,High,5.7
2126,21,Male,Italy,Undergraduate,TikTok,Entertainment,5.1,187,1.7,0.8,7.0,Very High,4.8
2127,19,Male,Other,Undergraduate,YouTube,Education,7.0,239,1.0,0.9,5.5,Very High,5.8
2128,21,Female,Germany,Undergraduate,LinkedIn,Education,6.2,178,1.0,1.6,4.6,High,6.2
2129,19,Female,Other,Undergraduate,Twitter,News,2.2,93,5.6,3.2,7.4,Low,9.0
2130,21,Male,Canada,Undergraduate,Instagram,Entertainment,2.5,87,3.6,3.2,7.1,Low,8.4
2131,20,Female,India,Undergraduate,Snapchat,Entertainment,6.6,207,0.8,1.1,5.5,Very High,4.0
2132,23,Female,Other,Graduate,Twitter,News,2.8,113,4.6,2.2,8.5,Low,8.7
2133,20,Male,Other,Undergraduate,LinkedIn,Education,2.5,92,7.4,2.5,7.6,Medium,8.2
2134,19,Female,Nepal,Undergraduate,TikTok,Entertainment,6.1,206,1.3,1.4,5.3,High,6.1
2135,23,Male,India,Graduate,TikTok,Entertainment,1.7,103,6.2,2.4,8.3,Low,7.2
2136,18,Male,Other,High School,Twitter,News,6.5,220,1.0,1.1,5.8,Very High,3.9
2137,23,Female,USA,Graduate,Instagram,Entertainment,3.9,148,4.8,1.0,7.6,Medium,7.1
2138,22,Female,Germany,Undergraduate,Facebook,Networking,7.2,233,0.8,1.1,5.7,Very High,5.2
2139,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.9,147,3.0,2.6,7.6,Medium,6.0
2140,23,Female,Other,Graduate,Instagram,Entertainment,7.1,206,1.2,1.1,5.9,Very High,5.4
2141,19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.0,144,4.5,2.2,8.9,Medium,6.9
2142,22,Female,UK,Undergraduate,Snapchat,Entertainment,4.3,135,4.9,1.6,6.2,Medium,5.9
2143,23,Female,Iraq,Graduate,LinkedIn,Education,2.2,100,5.1,2.0,7.4,Medium,7.9
2144,20,Female,Portugal,Undergraduate,TikTok,Entertainment,5.7,173,1.0,1.2,5.2,High,5.2
2145,23,Male,India,Graduate,Twitter,News,4.3,159,3.4,1.3,7.1,Medium,6.6
2146,21,Male,Other,Undergraduate,YouTube,Education,8.2,251,1.7,1.0,5.2,Very High,4.8
2147,22,Male,Mexico,Undergraduate,WhatsApp,Networking,7.2,219,1.5,1.9,5.2,Very High,5.9
2148,20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.1,140,4.7,2.7,8.1,Medium,7.2
2149,20,Female,UAE,Undergraduate,Instagram,Entertainment,6.7,221,0.9,1.1,6.3,Very High,4.8
2150,19,Female,France,Undergraduate,Instagram,Entertainment,3.7,120,5.7,3.2,8.4,Medium,7.5
2151,21,Male,Australia,Undergraduate,YouTube,Education,6.6,211,1.6,1.7,5.7,Very High,5.0
2152,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.6,133,2.1,2.1,8.8,Medium,8.0
2153,18,Male,Australia,High School,Twitter,News,4.1,143,3.7,1.1,6.2,High,6.3
2154,23,Male,Canada,Graduate,Instagram,Entertainment,5.3,182,2.7,1.5,7.1,High,5.8
2155,23,Male,Other,Graduate,TikTok,Entertainment,3.3,139,4.8,1.4,8.6,Medium,7.2
2156,23,Female,Other,Graduate,Facebook,Networking,7.6,214,1.0,1.0,5.8,Very High,4.8
2157,18,Female,Other,High School,Twitter,News,5.9,189,1.3,1.7,5.5,High,4.5
2158,23,Female,Other,Graduate,Snapchat,Entertainment,5.6,171,1.4,1.8,6.8,High,6.2
2159,18,Male,Other,High School,LinkedIn,Education,6.2,191,1.7,2.1,4.7,Very High,5.1
2160,20,Female,Other,Undergraduate,Instagram,Entertainment,7.0,235,0.8,0.5,5.1,Very High,4.2
2161,19,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.3,152,2.0,1.8,6.7,Medium,7.0
2162,19,Male,UK,Undergraduate,TikTok,Entertainment,2.2,76,4.4,2.3,7.5,Low,8.6
