Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
19.0,Female,Australia,Undergraduate,TikTok,Entertainment,6.2,191.0,,1.9,5.5,Very High,4.3
20.0,Female,UAE,Undergraduate,Instagram,Entertainment,6.7,221.0,0.9,1.1,6.3,Very High,4.8
20.0,Female,Singapore,Undergraduate,TikTok,Entertainment,5.5,196.0,,1.4,6.6,High,5.8
19.0,Male,USA,Undergraduate,Twitter,News,5.3,179.0,2.0,1.6,7.4,High,
18.0,Female,,High School,Twitter,,6.2,197.0,2.2,1.3,5.1,High,5.7
19.0,Female,France,Undergraduate,Instagram,Entertainment,3.7,120.0,5.7,3.2,8.4,Medium,7.5
21.0,Male,Australia,Undergraduate,YouTube,Education,6.6,211.0,1.6,1.7,5.7,Very High,5.0
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.6,133.0,2.1,2.1,8.8,Medium,8.0
18.0,Male,Australia,High School,Twitter,News,4.1,143.0,3.7,1.1,6.2,High,6.3
23.0,Male,Germany,Graduate,TikTok,Entertainment,3.3,,6.0,2.7,9.1,Low,8.2
21.0,Male,Maldives,Undergraduate,TikTok,Entertainment,5.1,179.0,,2.2,5.3,High,5.8
19.0,Female,Spain,Undergraduate,Instagram,,5.3,191.0,2.5,1.1,,Very High,6.2
23.0,Male,Canada,Graduate,Instagram,Entertainment,5.3,182.0,2.7,1.5,7.1,High,5.8
23.0,Male,Other,Graduate,TikTok,Entertainment,3.3,139.0,4.8,1.4,8.6,Medium,7.2
23.0,Female,Other,Graduate,Facebook,Networking,7.6,214.0,1.0,1.0,5.8,Very High,4.8
18.0,Female,Other,High School,Twitter,News,5.9,189.0,1.3,1.7,5.5,High,4.5
23.0,Female,Other,Graduate,Snapchat,Entertainment,5.6,171.0,1.4,1.8,6.8,High,6.2
19.0,Male,USA,Undergraduate,TikTok,Entertainment,,228.0,1.3,1.7,6.1,Very High,4.7
21.0,Male,Turkey,Undergraduate,Instagram,Entertainment,5.0,,3.3,2.7,7.4,High,5.9
18.0,Male,Other,High School,LinkedIn,Education,6.2,191.0,1.7,2.1,4.7,Very High,5.1
20.0,Female,Other,Undergraduate,Instagram,Entertainment,7.0,235.0,0.8,0.5,5.1,Very High,4.2
18.0,Male,Other,High School,,Education,2.7,121.0,4.8,1.9,8.3,Medium,8.5
22.0,,France,Undergraduate,Facebook,Networking,4.7,148.0,,1.2,7.5,Medium,7.1
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.3,152.0,2.0,1.8,6.7,Medium,7.0
19.0,Male,UK,Undergraduate,TikTok,Entertainment,2.2,76.0,4.4,2.3,7.5,Low,8.6
19.0,Male,Japan,Undergraduate,Twitter,News,4.4,153.0,2.7,,7.3,,8.1
19.0,Female,France,Undergraduate,Instagram,Entertainment,4.0,154.0,3.1,2.8,7.9,Medium,6.8
23.0,Male,Switzerland,Graduate,Facebook,Networking,4.3,,3.5,2.3,7.3,Medium,7.0
19.0,Female,Other,Undergraduate,LinkedIn,Education,,174.0,3.1,2.1,5.9,Very High,6.7
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,111.0,4.6,1.5,8.8,Medium,7.7
22.0,Male,Mexico,Undergraduate,Facebook,Networking,6.1,201.0,1.0,1.5,6.3,Very High,4.9
21.0,Female,India,Undergraduate,Instagram,Entertainment,4.7,174.0,1.8,1.4,4.8,High,6.0
20.0,Female,Other,Undergraduate,YouTube,Education,5.6,207.0,2.6,-0.4,5.0,Very High,5.4
19.0,Female,Ireland,Undergraduate,Instagram,Entertainment,4.0,135.0,3.4,1.3,7.6,High,6.8
20.0,Male,Other,Undergraduate,LinkedIn,Education,3.6,129.0,4.6,2.4,6.9,Medium,6.5
20.0,Female,Other,Undergraduate,Twitter,News,8.3,248.0,1.3,,6.0,Very High,4.3
24.0,Female,Other,Graduate,Twitter,News,3.1,115.0,5.3,2.0,8.1,Medium,8.4
,Male,Other,Undergraduate,Snapchat,Entertainment,5.7,190.0,2.8,1.3,6.5,Very High,6.3
21.0,Female,Germany,Undergraduate,YouTube,Education,3.5,117.0,4.3,1.6,8.6,Medium,8.5
21.0,Male,India,Undergraduate,Instagram,Entertainment,3.0,136.0,5.4,3.3,7.1,Medium,7.4
18.0,Male,Other,High School,LinkedIn,Education,5.8,204.0,2.5,1.8,6.1,High,5.6
21.0,Female,Other,Undergraduate,Twitter,News,1.5,100.0,5.8,3.0,7.5,Medium,8.0
21.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.0,143.0,2.7,1.8,7.6,Medium,7.9
23.0,Female,Italy,Graduate,Twitter,News,4.8,161.0,3.5,1.4,7.3,High,6.7
24.0,Male,France,Graduate,Facebook,Networking,4.8,171.0,2.3,1.8,7.0,High,6.8
21.0,Male,Other,Undergraduate,Twitter,News,5.2,191.0,2.3,2.1,7.2,High,
20.0,Male,Russia,Undergraduate,Instagram,Entertainment,6.9,230.0,1.3,2.4,5.9,Very High,3.8
22.0,Female,India,Undergraduate,Instagram,Entertainment,8.4,273.0,0.8,0.4,,Very High,5.4
21.0,Male,Malaysia,,WhatsApp,Networking,5.6,180.0,3.2,1.8,6.7,High,5.9
21.0,Female,Other,Undergraduate,Facebook,Networking,8.6,246.0,1.2,1.5,5.0,Very High,4.9
23.0,Female,Other,Graduate,,Education,7.3,221.0,1.3,1.9,6.1,Very High,4.1
18.0,Female,USA,High School,Twitter,News,3.9,,1.9,2.0,8.4,Medium,7.3
22.0,Male,Mexico,Undergraduate,WhatsApp,Education,7.1,217.0,1.1,2.1,5.3,Very High,5.9
21.0,Male,Turkey,Undergraduate,Instagram,Entertainment,4.6,,2.9,1.5,7.4,High,6.2
21.0,Female,Monaco,Undergraduate,Instagram,Entertainment,4.5,154.0,4.4,2.9,5.8,,6.3
23.0,Male,India,Graduate,TikTok,Entertainment,1.9,113.0,5.9,2.8,7.0,Medium,8.4
,Female,Other,Undergraduate,TikTok,Entertainment,5.3,185.0,1.9,2.0,6.5,Medium,6.8
21.0,Male,Japan,Undergraduate,Twitter,News,4.7,160.0,4.6,1.6,7.9,Medium,
19.0,Female,India,Undergraduate,Instagram,Entertainment,7.0,225.0,1.3,1.7,,Very High,3.9
20.0,Male,Other,Undergraduate,Twitter,News,8.1,222.0,0.9,0.6,5.2,Very High,5.4
21.0,Male,Mexico,Undergraduate,WhatsApp,Networking,6.9,219.0,1.0,1.2,5.6,Very High,6.0
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,5.3,186.0,2.3,,7.1,Medium,5.8
20.0,Female,USA,Undergraduate,TikTok,Entertainment,8.3,247.0,1.1,0.8,4.2,Very High,5.0
19.0,Female,USA,Undergraduate,Facebook,Networking,5.9,211.0,2.0,1.5,4.6,Very High,4.4
20.0,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.4,131.0,5.9,2.5,8.8,Medium,7.9
22.0,Male,Greece,Undergraduate,Facebook,Networking,3.2,122.0,3.6,2.0,7.1,Low,6.7
20.0,Female,USA,Undergraduate,YouTube,Education,4.6,174.0,2.7,1.6,,High,6.8
23.0,Female,Other,Graduate,TikTok,Entertainment,4.2,170.0,3.7,1.8,6.2,High,6.5
21.0,Female,Other,Undergraduate,LinkedIn,Education,2.7,95.0,5.2,2.3,8.9,Medium,8.2
19.0,Female,Nepal,Undergraduate,,Entertainment,5.6,179.0,1.5,2.5,5.9,High,5.9
19.0,,USA,Undergraduate,TikTok,Entertainment,,207.0,0.7,0.2,5.4,Very High,4.1
21.0,Male,Other,Undergraduate,TikTok,Entertainment,3.5,122.0,2.8,2.5,8.6,Medium,7.2
20.0,Female,Other,Undergraduate,YouTube,Education,6.0,182.0,1.2,,5.5,High,4.9
22.0,Female,Other,Undergraduate,,Networking,2.0,89.0,6.5,2.9,9.0,Low,7.0
,Male,Canada,High School,Twitter,News,2.0,84.0,6.2,2.0,7.4,Medium,8.8
19.0,Female,USA,Undergraduate,TikTok,Entertainment,6.7,207.0,1.2,0.6,5.4,Very High,4.1
23.0,Male,India,Graduate,Twitter,News,7.5,234.0,1.3,0.4,5.3,Very High,6.2
20.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.0,159.0,2.1,2.2,8.8,Medium,7.0
19.0,Female,Denmark,Undergraduate,Twitter,News,4.7,162.0,2.4,2.0,7.1,Medium,7.0
18.0,Female,UK,High School,Facebook,Networking,3.6,,3.8,2.0,7.5,Medium,8.7
24.0,Male,Germany,,Snapchat,Entertainment,,227.0,1.4,,5.5,Very High,4.4
18.0,Female,Australia,High School,LinkedIn,Education,6.4,202.0,1.1,2.2,6.1,Very High,5.5
21.0,Male,Panama,Undergraduate,Facebook,Networking,3.7,115.0,3.9,2.0,6.5,Very High,6.9
22.0,Female,Other,Undergraduate,TikTok,Entertainment,4.1,154.0,3.3,1.9,6.5,High,6.9
19.0,Male,Other,,Instagram,Entertainment,3.2,128.0,4.2,2.0,8.2,Medium,7.5
19.0,Female,France,Undergraduate,Instagram,Entertainment,3.3,122.0,5.0,2.3,8.9,Low,7.2
22.0,Male,Other,Undergraduate,LinkedIn,Education,3.0,134.0,3.6,3.4,8.1,Low,7.1
21.0,Male,,Undergraduate,TikTok,Entertainment,6.9,203.0,1.7,1.2,4.7,Very High,4.3
21.0,Male,Other,Undergraduate,,News,6.1,202.0,2.3,2.0,5.7,Very High,4.1
20.0,Male,Canada,Undergraduate,Twitter,News,5.6,174.0,1.9,1.5,,High,5.5
21.0,Male,Mexico,Undergraduate,WhatsApp,News,6.4,192.0,1.8,1.1,5.9,Very High,6.2
23.0,Female,Australia,,Facebook,Networking,3.1,137.0,4.9,2.3,9.1,Medium,8.0
18.0,Male,Argentina,High School,TikTok,Entertainment,5.8,199.0,1.6,1.6,5.5,High,4.9
24.0,Female,,Graduate,Instagram,Entertainment,3.7,147.0,4.2,2.7,,High,6.3
24.0,Female,Poland,Graduate,TikTok,Entertainment,5.9,184.0,3.3,1.5,6.4,High,5.1
22.0,Male,Russia,Undergraduate,,Entertainment,3.7,140.0,2.7,2.1,8.2,Low,6.8
22.0,Male,Mexico,Undergraduate,Facebook,Networking,6.4,190.0,2.3,1.5,6.3,Very High,5.0
21.0,Female,Other,Undergraduate,Facebook,Networking,6.1,180.0,1.9,0.4,5.0,Very High,4.4
20.0,Male,Other,Undergraduate,Twitter,News,8.0,233.0,0.7,1.3,5.2,Very High,5.7
23.0,Male,Italy,Graduate,Facebook,Networking,4.7,153.0,2.8,1.2,6.9,Medium,7.0
24.0,Male,,Graduate,Instagram,Entertainment,2.5,,5.2,2.6,8.6,,7.5
20.0,Female,Moldova,Undergraduate,Instagram,,5.7,196.0,2.3,2.3,5.3,Very High,
21.0,Male,Other,,Twitter,News,6.6,193.0,,1.6,4.9,Very High,6.1
22.0,Male,Denmark,Undergraduate,Facebook,Networking,2.6,98.0,5.9,2.6,9.0,Low,8.3
20.0,,Australia,Undergraduate,Instagram,Entertainment,4.6,157.0,3.8,1.6,7.6,High,7.3
23.0,Female,Turkey,,Instagram,Entertainment,6.9,198.0,2.4,2.2,6.1,Very High,
24.0,Male,UK,Graduate,TikTok,Entertainment,5.5,185.0,1.2,1.4,5.4,Very High,5.0
21.0,Female,Russia,Undergraduate,Instagram,Entertainment,7.1,212.0,1.6,1.8,6.1,Very High,4.3
20.0,Female,USA,Undergraduate,TikTok,Entertainment,8.2,247.0,1.0,1.0,4.0,Very High,5.0
19.0,Male,Other,Undergraduate,Twitter,,3.7,135.0,4.0,3.0,6.9,Medium,7.1
18.0,Male,Other,High School,Facebook,Networking,3.5,133.0,4.1,1.8,8.7,Low,8.7
22.0,Male,Turkey,Undergraduate,TikTok,Entertainment,3.4,142.0,4.9,2.6,8.3,Medium,6.0
22.0,Female,,Undergraduate,YouTube,Education,3.4,120.0,5.2,1.9,9.0,Medium,7.2
22.0,Female,Other,,Snapchat,Entertainment,4.5,175.0,4.3,2.0,6.8,Medium,6.8
23.0,Female,Canada,Graduate,Snapchat,Entertainment,4.5,162.0,2.5,1.8,7.2,Medium,
18.0,Male,Other,High School,LinkedIn,Education,3.8,135.0,3.6,1.6,6.9,,6.4
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,173.0,2.8,,8.3,Medium,6.9
23.0,Female,Other,Graduate,TikTok,Entertainment,2.3,90.0,4.7,2.6,8.6,Low,8.8
20.0,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.6,162.0,5.0,1.5,7.2,High,6.3
21.0,Male,UK,Undergraduate,Facebook,Networking,6.2,203.0,1.2,2.4,6.4,High,4.9
18.0,Male,Other,High School,Instagram,,2.8,123.0,5.0,2.4,8.7,Low,9.0
21.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.9,155.0,2.1,2.0,7.3,High,4.9
21.0,Male,Denmark,Undergraduate,Facebook,Networking,3.2,141.0,4.5,2.7,8.5,Medium,7.9
22.0,Male,India,Undergraduate,Facebook,Networking,7.0,211.0,1.0,0.8,5.9,Very High,4.2
22.0,Male,Ireland,Undergraduate,Twitter,News,5.6,206.0,2.6,1.8,6.6,High,5.9
18.0,Male,Other,High School,Facebook,Networking,6.0,196.0,4.0,0.4,6.2,High,6.4
23.0,Male,Denmark,Graduate,Twitter,News,3.7,141.0,4.8,2.1,8.1,Medium,8.2
19.0,Female,Japan,Undergraduate,LINE,Education,3.6,152.0,4.7,2.2,8.3,Low,8.0
23.0,Male,Sri Lanka,Graduate,LinkedIn,Education,2.8,107.0,3.6,2.5,6.9,Low,8.1
20.0,Female,Spain,Undergraduate,TikTok,Entertainment,5.2,191.0,3.3,1.1,6.7,High,5.9
22.0,Female,Pakistan,Undergraduate,Instagram,,5.4,169.0,2.4,1.9,6.2,High,5.2
21.0,Male,New Zealand,Undergraduate,YouTube,Education,3.2,159.0,4.0,,6.6,Medium,6.9
24.0,Female,Other,Graduate,Twitter,News,,160.0,3.6,3.4,6.0,Medium,6.3
21.0,Male,India,Undergraduate,WhatsApp,Education,5.9,188.0,2.7,1.3,6.6,Very High,5.3
23.0,Female,Germany,Graduate,LinkedIn,Education,5.6,169.0,2.3,2.0,7.3,High,7.0
22.0,Female,Other,Undergraduate,Twitter,News,1.7,107.0,6.1,1.7,,Low,8.4
19.0,Female,Romania,Undergraduate,Instagram,Entertainment,5.7,194.0,2.4,1.3,5.3,High,5.2
24.0,Female,Other,Graduate,Snapchat,Entertainment,5.6,202.0,2.5,2.4,6.7,High,
21.0,Male,India,Undergraduate,WhatsApp,News,6.6,224.0,3.4,1.6,5.6,Very High,5.1
20.0,Female,UK,Undergraduate,YouTube,Education,3.4,130.0,3.4,3.4,8.4,Medium,8.3
,Female,Spain,,Instagram,Entertainment,4.8,177.0,4.7,1.3,7.1,High,6.1
21.0,Female,Other,Undergraduate,Facebook,Networking,3.6,115.0,3.6,2.9,7.2,Medium,9.2
23.0,Female,,Graduate,LinkedIn,Education,2.2,86.0,4.9,,7.7,Low,9.1
19.0,Male,Nepal,Undergraduate,TikTok,Entertainment,4.2,162.0,4.3,1.5,7.2,Medium,7.1
19.0,Female,Canada,Undergraduate,Instagram,Entertainment,5.7,191.0,1.7,0.8,6.5,High,6.3
18.0,Female,Other,High School,Facebook,Networking,7.4,219.0,1.0,1.6,4.7,Very High,6.0
24.0,Female,Other,Graduate,YouTube,Education,3.3,149.0,4.4,1.6,7.8,Low,8.4
24.0,Female,Other,Graduate,Instagram,Entertainment,3.2,133.0,4.6,1.7,8.9,Medium,8.8
20.0,Male,Other,Undergraduate,Instagram,Entertainment,7.0,207.0,1.4,0.3,6.0,Very High,4.6
19.0,Male,USA,Undergraduate,Twitter,News,4.9,179.0,2.2,1.5,7.0,High,7.0
,Female,Other,Graduate,Instagram,Entertainment,2.8,106.0,4.6,1.2,8.0,Low,8.9
19.0,Male,Other,Undergraduate,YouTube,Education,6.9,239.0,1.2,0.8,5.7,Very High,5.8
22.0,Female,Other,Undergraduate,Instagram,Entertainment,8.1,257.0,1.3,0.8,5.1,Very High,4.1
18.0,Female,Other,,YouTube,Education,6.6,216.0,2.1,2.0,5.2,Very High,4.3
22.0,Male,Nepal,Undergraduate,Facebook,Networking,4.0,137.0,3.1,,7.8,Medium,7.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,7.5,239.0,1.2,1.6,4.8,Very High,4.9
21.0,Female,Other,Undergraduate,LinkedIn,,4.3,145.0,2.1,2.8,6.7,Medium,6.0
22.0,Male,Turkey,Undergraduate,TikTok,Entertainment,3.7,155.0,4.3,2.4,8.2,Medium,5.9
22.0,Female,Other,Undergraduate,Twitter,News,6.7,204.0,0.8,0.7,5.1,Very High,4.3
20.0,Female,UK,,YouTube,Education,5.2,165.0,3.7,2.8,7.2,High,6.7
19.0,,Nepal,Undergraduate,,Entertainment,5.9,206.0,1.6,1.7,5.3,High,6.3
19.0,Male,,Undergraduate,Facebook,Networking,6.6,196.0,1.4,0.3,5.9,Very High,4.7
24.0,Male,Other,Graduate,,Education,7.0,239.0,,0.7,5.7,Very High,5.5
21.0,,Canada,Undergraduate,TikTok,Entertainment,7.1,203.0,1.3,1.4,4.4,Very High,4.4
22.0,Male,France,Undergraduate,Facebook,Networking,4.7,165.0,2.1,2.0,7.3,High,6.9
21.0,Male,Georgia,Undergraduate,LinkedIn,Education,,135.0,4.6,2.3,6.8,Low,7.9
20.0,Female,France,Undergraduate,Instagram,Entertainment,3.5,122.0,4.3,2.9,9.1,Low,7.1
24.0,Male,Spain,Graduate,Facebook,Networking,6.5,212.0,1.9,1.3,6.3,Very High,4.9
20.0,Male,Russia,Undergraduate,Instagram,Entertainment,7.0,230.0,1.0,2.1,6.0,Very High,4.1
20.0,Male,Other,Undergraduate,TikTok,Entertainment,7.1,226.0,1.8,1.2,5.2,Very High,5.0
19.0,Male,Ireland,Undergraduate,Instagram,Entertainment,5.9,195.0,1.9,,6.7,High,5.4
22.0,Male,,Undergraduate,Facebook,,,123.0,4.3,2.9,8.5,Low,8.3
19.0,Female,USA,,Instagram,Entertainment,8.5,267.0,0.7,0.6,3.8,Very High,5.1
23.0,Female,Germany,Graduate,Instagram,Entertainment,7.8,253.0,1.0,0.9,5.3,Very High,4.4
21.0,Male,Germany,,LinkedIn,Education,7.3,228.0,1.1,1.6,5.2,Very High,4.3
23.0,Male,Germany,Graduate,Facebook,Networking,7.0,214.0,1.0,2.5,5.8,Very High,5.4
21.0,Female,Other,Undergraduate,Snapchat,Entertainment,2.8,117.0,6.3,1.8,,Medium,7.4
21.0,Female,Other,Undergraduate,LinkedIn,Education,4.8,162.0,2.8,2.2,7.0,Medium,6.5
18.0,Female,Other,High School,LinkedIn,Education,4.9,157.0,3.6,1.4,7.2,,6.3
20.0,Female,UAE,Undergraduate,Instagram,Entertainment,6.4,188.0,1.4,1.9,6.8,Very High,4.5
24.0,Male,Other,Graduate,TikTok,Entertainment,6.3,193.0,1.8,1.0,5.7,Very High,5.1
20.0,Male,Other,Undergraduate,LinkedIn,Education,5.9,206.0,1.5,2.2,,High,6.2
22.0,Male,Australia,Undergraduate,Instagram,Entertainment,1.3,71.0,6.5,2.3,8.8,Low,8.9
20.0,Female,Nepal,,TikTok,Entertainment,6.0,188.0,2.0,1.1,3.7,Very High,5.9
20.0,Female,Switzerland,Undergraduate,,Entertainment,2.4,87.0,4.1,2.4,9.6,Low,8.1
21.0,Female,Other,Undergraduate,YouTube,Education,3.0,141.0,5.5,2.0,7.4,Low,7.6
20.0,Female,South Korea,Undergraduate,KakaoTalk,Education,5.0,181.0,3.4,1.9,,,6.0
20.0,Female,Other,Undergraduate,Instagram,Entertainment,7.1,235.0,0.8,0.7,4.8,Very High,4.1
19.0,Female,India,,TikTok,Entertainment,6.0,180.0,3.6,1.7,6.8,High,6.5
20.0,Female,Other,Undergraduate,Facebook,Networking,2.9,130.0,5.8,1.6,8.3,Medium,8.2
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.9,174.0,0.8,2.0,6.7,High,6.0
21.0,Female,Other,Undergraduate,Facebook,Networking,8.2,246.0,1.1,1.6,4.8,Very High,4.9
21.0,,Turkey,Undergraduate,Instagram,Entertainment,5.7,,2.9,2.1,6.7,Very High,5.7
19.0,Male,Other,Undergraduate,Instagram,Entertainment,3.1,94.0,5.2,2.1,8.5,Low,7.6
19.0,Male,USA,Undergraduate,TikTok,Entertainment,6.5,228.0,1.5,1.5,5.8,Very High,5.0
20.0,Male,Other,Undergraduate,Facebook,Networking,7.2,222.0,2.6,,4.5,Very High,4.5
18.0,Female,Canada,High School,YouTube,Education,6.9,228.0,1.0,,5.1,Very High,5.2
20.0,Female,,Undergraduate,YouTube,Education,6.0,178.0,1.1,1.2,5.1,Very High,
21.0,Male,Canada,Undergraduate,YouTube,Education,3.4,,4.5,2.0,6.3,,6.0
20.0,Female,Peru,Undergraduate,TikTok,Entertainment,,192.0,3.7,2.0,5.3,High,4.9
24.0,,Other,Graduate,TikTok,Entertainment,3.8,151.0,4.6,2.0,8.7,Medium,8.9
21.0,Male,Other,Undergraduate,Facebook,Networking,6.2,176.0,2.2,1.7,4.7,Very High,5.0
22.0,Male,India,Undergraduate,WhatsApp,Networking,,193.0,3.5,1.3,5.7,Very High,5.1
23.0,Female,Other,Graduate,Facebook,Networking,2.1,100.0,5.9,2.5,8.0,Low,7.2
20.0,Female,Other,Undergraduate,TikTok,Entertainment,3.3,121.0,3.6,1.9,,Low,7.4
21.0,Male,Japan,Undergraduate,Twitter,News,4.3,160.0,5.0,2.0,7.8,Medium,7.9
20.0,Male,Cyprus,Undergraduate,Facebook,Networking,4.1,154.0,3.9,2.1,,Medium,7.0
22.0,Female,Other,Undergraduate,,Education,4.4,140.0,3.9,1.4,6.3,Medium,5.9
19.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.5,159.0,2.3,2.8,5.4,High,6.1
21.0,Male,Other,Undergraduate,LinkedIn,,3.2,136.0,5.0,,8.5,Low,9.0
19.0,Female,Other,Undergraduate,Facebook,Networking,6.2,207.0,1.5,0.9,4.6,Very High,4.4
23.0,Male,Australia,Graduate,YouTube,Education,3.6,128.0,5.6,2.6,8.5,Medium,7.9
22.0,Female,Bahrain,Undergraduate,LinkedIn,Education,2.8,112.0,4.0,2.2,7.2,Medium,7.7
,Female,Ireland,Undergraduate,Instagram,Entertainment,4.9,164.0,3.1,1.7,7.0,High,7.3
22.0,Male,Nepal,,Facebook,Networking,,128.0,4.1,,7.8,Medium,7.3
23.0,Female,Iraq,Graduate,LinkedIn,Education,2.5,100.0,4.6,2.0,7.5,Medium,8.1
22.0,Male,Other,Undergraduate,Facebook,Networking,7.1,227.0,1.3,0.4,5.3,Very High,5.2
18.0,Male,USA,High School,Instagram,,7.0,210.0,0.7,1.4,5.8,High,4.2
24.0,Female,Other,Graduate,Facebook,Networking,3.2,135.0,4.4,1.4,7.1,Medium,7.3
22.0,Female,Other,Undergraduate,TikTok,Entertainment,5.9,183.0,1.5,1.9,5.6,High,4.1
24.0,Female,Other,Graduate,,News,2.7,115.0,5.3,1.9,7.9,Medium,8.2
23.0,Male,Other,Graduate,LinkedIn,Education,6.2,191.0,2.0,2.3,5.8,High,4.9
19.0,Female,USA,Undergraduate,,Education,5.0,170.0,3.2,2.4,7.2,High,6.4
19.0,Male,Japan,Undergraduate,Twitter,News,4.5,153.0,2.1,1.1,7.4,High,8.1
21.0,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,175.0,3.4,3.0,7.4,Medium,6.9
19.0,Female,France,Undergraduate,Instagram,Entertainment,4.0,154.0,3.1,3.0,7.6,Medium,7.0
24.0,Female,Other,,Twitter,News,,115.0,5.4,1.7,7.7,Medium,8.0
,Male,Bangladesh,Undergraduate,Instagram,Entertainment,6.0,194.0,1.2,1.5,6.0,High,4.9
,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.8,188.0,2.0,1.7,5.7,High,5.9
23.0,Male,Turkey,Graduate,Instagram,Entertainment,6.7,213.0,1.4,0.8,5.8,Very High,5.0
24.0,Female,Other,Graduate,YouTube,Education,1.9,94.0,6.4,2.0,9.2,Low,8.3
19.0,Female,Japan,Undergraduate,LINE,News,2.5,126.0,4.9,2.3,8.6,Medium,8.1
22.0,Female,Other,Undergraduate,Snapchat,Entertainment,1.6,94.0,6.3,3.1,8.4,Low,8.4
23.0,Male,UK,Graduate,LinkedIn,Education,2.8,126.0,5.9,2.6,8.9,Low,8.3
19.0,Male,Other,Undergraduate,LinkedIn,Education,6.5,187.0,0.8,1.3,5.2,High,6.0
21.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.0,176.0,3.3,1.5,6.3,High,4.9
20.0,Female,Germany,Undergraduate,LinkedIn,Education,3.1,124.0,3.7,2.4,9.0,Low,7.5
19.0,Male,,Undergraduate,TikTok,Entertainment,7.7,220.0,0.9,0.6,4.8,Very High,4.4
19.0,Female,Other,Undergraduate,TikTok,Entertainment,7.8,260.0,1.1,,5.5,Very High,5.6
21.0,Female,Other,Undergraduate,,Entertainment,7.4,228.0,0.9,2.0,5.7,High,5.6
18.0,Male,Australia,High School,Twitter,News,4.5,143.0,3.4,1.2,6.2,High,6.5
21.0,Male,Other,Undergraduate,TikTok,Entertainment,3.6,122.0,4.5,2.0,7.9,Medium,7.5
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.3,162.0,,2.2,7.2,High,6.8
22.0,Male,Germany,Undergraduate,YouTube,Education,5.3,182.0,4.2,2.2,5.8,High,5.5
21.0,Male,India,Undergraduate,WhatsApp,News,7.7,234.0,1.0,1.0,5.0,Very High,5.4
19.0,Female,USA,Undergraduate,TikTok,Entertainment,6.9,200.0,1.2,1.3,5.8,Very High,
19.0,Female,Australia,Undergraduate,Instagram,Entertainment,6.9,241.0,1.8,2.0,5.0,Very High,3.9
21.0,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,133.0,4.6,1.6,8.5,Medium,5.7
19.0,Female,Other,Undergraduate,Instagram,Entertainment,2.9,130.0,5.4,2.4,7.9,Medium,7.9
18.0,Male,,High School,Instagram,Entertainment,7.3,210.0,0.9,1.6,6.0,High,4.5
21.0,Female,,Undergraduate,Snapchat,Entertainment,5.8,181.0,2.7,0.9,5.1,High,6.0
21.0,Female,,Undergraduate,Instagram,Entertainment,4.8,159.0,3.1,1.9,7.1,Medium,7.0
19.0,Female,Other,Undergraduate,LinkedIn,Education,5.0,186.0,2.3,2.5,6.8,High,6.5
19.0,Female,Japan,,LINE,,2.8,112.0,5.3,2.5,8.5,Medium,
19.0,Female,Brazil,Undergraduate,WhatsApp,Entertainment,6.3,200.0,1.6,1.3,6.4,High,5.6
22.0,Female,Other,Undergraduate,Instagram,Entertainment,8.0,246.0,1.0,1.0,5.2,Very High,5.3
18.0,Male,Other,High School,LinkedIn,Education,3.5,125.0,3.2,2.2,7.0,Medium,
20.0,Female,Jamaica,Undergraduate,Snapchat,Entertainment,4.8,158.0,3.5,1.3,5.4,High,5.9
22.0,,Other,Undergraduate,YouTube,Education,8.2,233.0,1.1,1.0,5.8,Very High,5.3
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.8,147.0,5.1,2.8,8.0,Medium,7.8
19.0,Female,Pakistan,Undergraduate,Instagram,,5.5,180.0,2.2,1.2,6.3,High,5.0
20.0,Female,USA,Undergraduate,TikTok,Entertainment,8.5,270.0,1.1,0.8,4.2,Very High,5.1
21.0,,Mexico,Undergraduate,WhatsApp,Networking,6.9,219.0,1.5,1.1,5.5,Very High,
20.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.7,157.0,2.6,1.8,6.6,High,5.3
19.0,Male,Other,Undergraduate,Snapchat,Entertainment,2.5,97.0,6.7,2.4,,Low,9.0
