,Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
19905,school,6.8,4.3,0.3,86.0,4,6,12,0
19906,college,3.9,6.4,5.9,89.0,3,6,3,0
19907,working_student,7.6,6.1,2.6,88.9,6,8,7,1
19908,working_student,6.1,10.8,1.0,82.8,6,6,6,0
19909,college,7.4,1.2,3.3,78.1,4,6,12,0
19910,working_student,6.0,9.7,4.9,99.4,5,4,12,0
19911,school,6.7,4.5,6.6,96.0,5,9,8,0
19912,school,5.3,1.7,3.6,82.8,5,8,4,1
19913,college,5.4,3.3,2.1,98.3,5,7,2,0
19914,college,7.0,5.2,2.4,93.4,6,2,4,1
19915,school,5.2,0.9,4.4,81.9,5,8,7,0
19916,school,7.0,4.0,3.9,87.9,8,2,11,1
19917,working_student,6.5,10.4,2.9,68.2,3,10,1,0
19918,school,7.1,3.2,3.1,71.1,3,9,7,0
19919,college,5.2,5.1,1.8,61.6,3,7,8,0
19920,college,5.7,8.7,3.9,79.9,7,3,11,1
19921,college,7.8,6.5,3.5,73.5,10,9,7,0
19922,school,5.5,0.8,6.2,80.9,2,5,1,0
19923,school,6.1,4.4,5.1,87.3,1,3,3,0
19924,school,6.5,2.8,3.4,98.4,5,6,7,0
19925,college,4.5,5.1,4.9,85.8,9,6,1,1
19926,college,7.9,4.2,1.2,78.1,7,8,10,0
19927,working_student,4.2,4.8,3.6,80.2,10,5,4,1
19928,college,6.6,3.6,0.9,82.0,2,3,2,0
19929,college,6.4,6.9,7.2,62.5,6,6,7,1
19930,college,3.4,7.0,1.5,77.2,4,1,8,0
19931,college,4.8,7.8,1.2,61.3,4,8,8,0
19932,college,6.5,3.3,4.1,76.1,5,5,4,0
19933,working_student,5.7,4.5,5.3,81.2,5,7,12,0
19934,working_student,5.6,2.5,6.9,68.0,4,6,11,0
19935,college,6.0,4.7,6.2,81.0,6,2,1,1
19936,college,8.2,3.0,1.3,65.6,7,6,12,0
19937,school,6.5,3.2,3.7,86.6,6,8,1,0
19938,college,5.9,1.3,3.2,90.4,7,3,7,0
19939,college,6.9,4.1,5.5,82.0,5,9,7,0
19940,working_student,7.5,6.4,2.9,72.0,2,1,9,0
19941,college,7.3,6.2,6.9,-5.0,4,7,10,0
19942,college,6.6,6.2,3.9,60.2,5,4,9,0
19943,college,6.5,5.7,5.1,61.9,7,6,7,0
19944,school,7.0,2.4,5.6,82.3,1,6,3,0
19945,working_student,8.1,4.5,4.4,82.0,9,7,7,1
19946,college,6.7,7.0,4.6,68.3,2,5,5,0
19947,working_student,4.4,10.2,6.6,60.5,6,9,7,1
19948,working_student,6.8,3.7,3.1,99.6,7,5,1,0
19949,college,5.2,5.9,4.4,86.5,7,8,5,0
19950,college,8.3,3.3,2.2,94.4,10,5,7,1
19951,college,4.3,5.2,4.1,82.0,9,6,10,1
19952,working_student,6.2,10.2,4.5,72.1,2,7,4,0
19953,working_student,4.5,4.5,4.8,84.1,7,6,12,0
19954,college,8.1,5.3,4.1,90.7,6,6,1,0
19955,college,4.4,0.8,4.9,78.5,9,9,12,0
19956,school,7.3,4.5,4.0,98.9,4,7,5,0
19957,school,5.4,2.8,3.3,75.1,9,3,1,1
19958,school,6.2,3.2,4.7,55.1,3,3,3,0
19959,college,6.5,2.7,2.1,98.5,4,5,2,0
19960,school,6.5,0.6,4.3,97.0,1,6,4,0
19961,college,6.2,1.1,1.3,88.3,5,8,2,0
19962,college,6.0,3.1,5.9,85.9,5,6,8,0
19963,college,7.5,2.2,1.1,95.5,8,3,4,1
19964,school,8.4,3.9,6.0,71.2,3,8,10,0
19965,working_student,6.9,4.6,2.3,82.0,9,5,2,1
19966,college,7.3,5.4,3.6,87.6,5,9,10,0
19967,college,5.7,4.9,3.9,99.1,4,8,9,0
19968,college,6.3,4.5,3.6,95.4,5,5,1,0
19969,working_student,5.6,5.3,1.9,79.5,6,6,4,0
19970,college,6.5,4.2,4.9,77.4,8,5,2,1
19971,school,7.4,3.9,4.3,97.5,6,7,10,0
19972,college,6.0,6.2,3.6,80.8,4,4,9,0
19973,college,4.9,5.3,4.5,73.4,2,3,5,0
19974,working_student,5.4,4.2,3.7,93.5,6,8,3,0
19975,college,7.3,4.7,4.1,92.2,4,6,4,0
19976,college,6.1,6.9,4.0,79.1,4,2,7,1
19977,school,8.2,2.0,5.3,95.0,5,6,12,0
19978,college,6.7,3.2,6.6,90.2,5,7,7,0
19979,college,7.5,4.5,0.5,54.9,8,5,1,0
19980,college,5.3,3.5,6.1,53.9,8,7,11,0
19981,school,8.5,3.1,2.6,95.2,6,6,8,0
19982,college,6.9,5.4,4.4,85.2,1,6,5,0
19983,school,8.3,3.9,3.3,90.3,10,7,2,1
19984,college,6.6,4.9,3.3,74.3,9,7,5,1
19985,working_student,5.2,3.8,5.0,79.7,1,10,11,0
19986,school,7.6,1.2,3.1,88.0,7,8,12,0
19987,school,8.0,4.5,5.8,82.0,4,6,7,0
19988,school,5.7,2.2,0.8,93.9,5,6,1,1
19989,working_student,6.7,6.5,3.5,65.0,4,6,11,0
19990,working_student,4.1,6.8,0.8,74.4,1,3,9,0
19991,college,7.1,5.7,4.6,63.2,5,5,9,0
19992,working_student,4.4,7.0,4.7,67.0,6,6,8,0
19993,college,8.4,4.6,3.6,71.4,5,5,7,0
19994,college,5.6,4.8,2.6,60.6,7,2,6,1
19995,working_student,8.2,7.0,3.9,79.3,2,8,4,0
19996,working_student,7.9,9.5,5.6,94.9,2,5,6,0
19997,college,5.3,1.8,4.0,77.5,7,8,7,0
19998,working_student,6.6,6.8,4.7,82.0,3,5,8,0
19999,college,4.0,7.0,5.1,71.4,8,8,10,0
20000,college,4.0,3.2,3.8,48.3,7,5,7,0
20001,working_student,6.2,8.5,3.9,79.4,5,5,8,0
20002,college,5.4,4.5,1.2,84.6,6,7,3,0
20003,college,6.1,5.8,2.0,69.8,4,7,9,0
20004,college,5.7,4.5,5.2,87.2,3,5,3,0
20005,college,4.1,6.9,4.5,96.0,9,9,2,1
20006,college,7.6,10.0,5.9,85.3,3,5,2,1
20007,college,5.5,3.0,3.8,84.6,4,7,5,0
20008,school,5.4,4.5,5.3,98.8,6,7,1,0
20009,college,4.5,4.5,1.4,94.2,1,6,8,0
20010,college,4.5,4.0,2.5,88.4,1,8,12,0
20011,college,9.4,3.5,4.8,95.5,1,9,1,0
20012,school,6.9,3.5,4.5,83.9,5,9,11,1
20013,school,8.6,4.1,1.6,81.2,4,7,8,0
20014,school,7.5,2.8,0.5,82.0,7,6,5,0
20015,college,3.4,7.3,5.9,89.2,4,9,6,0
20016,college,5.2,4.2,5.8,97.4,1,7,3,0
20017,college,4.7,4.3,4.3,88.1,4,2,5,0
20018,school,7.4,4.3,1.0,99.1,5,4,3,1
20019,college,7.2,1.7,3.5,68.1,5,9,7,0
20020,working_student,4.9,3.4,0.8,82.0,7,6,5,1
20021,college,3.2,-0.4,1.6,79.7,4,7,6,0
20022,school,6.6,5.0,5.3,80.7,7,7,8,1
20023,college,8.7,7.3,3.2,96.0,5,5,2,1
20024,college,6.6,1.2,4.9,98.5,7,6,11,0
20025,college,4.9,7.6,2.6,63.9,5,6,7,0
20026,college,5.7,5.7,1.2,82.0,3,6,2,0
20027,school,8.6,2.6,6.1,89.1,4,5,7,0
20028,college,4.1,4.5,3.6,98.1,7,4,6,0
20029,school,6.5,1.6,6.0,76.9,3,6,4,0
20030,college,5.4,8.2,1.4,74.0,4,4,10,0
20031,college,2.3,4.5,7.9,90.3,2,5,10,0
20032,school,6.2,1.2,3.3,98.4,2,8,5,0
20033,college,5.0,4.5,5.1,78.3,4,8,11,0
20034,college,4.9,5.5,3.3,80.4,8,2,5,1
20035,college,8.1,7.8,1.7,99.4,8,8,11,1
20036,college,4.7,7.8,2.0,77.1,9,5,7,1
20037,college,6.9,3.1,3.7,73.1,5,4,5,0
20038,college,4.5,3.9,4.3,79.5,6,5,9,0
20039,college,4.4,5.8,5.2,44.7,5,7,7,0
20040,school,6.0,1.2,1.0,97.8,2,4,7,0
20041,college,7.1,5.7,0.0,85.7,7,4,7,0
20042,college,5.8,2.4,6.2,98.5,2,1,7,0
20043,working_student,2.9,6.6,4.2,97.1,7,5,6,0
20044,college,4.8,0.1,2.1,89.5,5,6,10,0
20045,school,8.0,4.5,7.2,99.0,7,5,2,1
20046,school,8.6,2.0,7.1,90.5,6,8,7,1
20047,college,4.5,9.9,3.1,74.7,4,6,3,0
20048,working_student,6.1,6.9,1.6,85.9,5,6,7,0
20049,college,5.9,5.9,3.2,96.4,9,8,7,1
20050,working_student,4.4,6.2,4.3,95.8,6,3,10,1
20051,college,6.5,0.5,4.0,88.2,3,2,10,0
20052,college,6.2,0.9,5.2,79.4,2,6,4,0
20053,working_student,9.3,8.5,3.5,68.9,9,5,5,1
20054,school,8.1,2.3,3.7,76.5,6,5,6,0
20055,working_student,6.7,7.4,5.3,99.1,5,6,2,1
20056,college,7.6,5.4,0.8,97.8,6,3,7,0
20057,college,5.6,8.7,3.0,72.5,5,5,9,1
20058,college,6.7,9.0,5.4,82.0,10,7,7,1
20059,college,7.8,4.5,3.5,86.5,5,7,9,0
20060,college,5.6,7.1,4.5,91.0,4,7,3,0
20061,working_student,7.5,8.3,4.1,87.0,10,1,4,1
20062,school,8.2,4.7,3.5,75.5,5,10,4,0
20063,school,6.3,4.9,0.6,95.8,8,6,8,1
20064,school,7.9,3.7,2.4,0.0,6,5,11,0
20065,college,7.3,5.8,5.5,79.3,6,7,10,0
20066,school,8.7,0.8,2.8,87.3,5,6,8,0
20067,college,7.4,3.9,1.0,89.3,7,3,10,0
20068,college,5.9,0.3,1.4,70.6,5,5,4,0
20069,college,6.8,5.9,2.1,94.0,6,5,5,0
20070,college,7.7,6.0,4.1,53.3,8,9,11,1
20071,working_student,5.6,4.5,6.3,60.1,9,4,7,0
20072,school,6.1,0.3,1.8,83.8,9,5,9,1
20073,working_student,4.4,7.4,3.7,91.5,6,4,7,1
20074,college,4.2,0.6,2.4,79.7,4,5,10,0
20075,working_student,5.7,5.4,4.4,66.8,6,7,5,0
20076,college,5.3,6.7,3.6,83.0,4,2,7,1
20077,college,5.9,5.9,3.7,72.2,5,7,4,0
20078,college,8.0,1.4,0.5,80.7,6,5,8,0
20079,working_student,6.5,4.0,7.3,95.5,10,1,12,1
20080,college,6.3,1.8,4.7,77.7,6,6,2,0
20081,working_student,5.7,1.5,4.0,98.9,6,6,5,0
20082,working_student,6.8,5.2,4.0,89.9,8,2,3,1
20083,school,8.4,4.1,2.9,89.7,5,7,12,0
20084,college,7.5,6.0,5.0,87.6,5,6,8,0
20085,college,5.4,3.9,2.7,74.5,4,7,11,0
20086,working_student,6.5,7.6,1.8,91.6,8,5,3,1
20087,school,6.0,2.7,5.8,92.9,5,8,5,0
20088,college,8.4,2.5,3.9,67.3,4,3,7,0
20089,school,6.6,3.0,1.9,92.5,7,3,10,0
20090,college,6.1,2.5,2.8,82.0,4,8,10,1
20091,school,5.8,4.4,6.2,96.4,5,7,1,0
20092,college,5.8,4.2,5.6,88.3,5,5,7,0
20093,college,6.4,1.4,2.1,77.7,2,5,1,0
20094,college,5.2,0.9,4.4,83.7,9,6,5,1
20095,college,6.3,4.5,6.4,74.5,5,10,6,0
20096,working_student,6.5,3.9,2.0,84.5,9,6,6,1
20097,college,7.0,4.8,2.4,70.4,3,7,1,0
20098,college,7.2,9.0,5.3,79.5,4,5,12,0
20099,school,8.8,3.6,2.3,74.8,2,5,3,0
20100,college,7.8,6.2,4.1,76.0,5,2,7,0
20101,college,7.0,3.4,2.0,81.3,7,5,10,1
20102,college,4.3,4.3,2.3,72.1,2,8,4,0
20103,college,6.1,5.8,5.2,85.0,6,5,9,0
20104,college,3.1,2.6,4.4,86.1,1,8,2,0
20105,college,9.7,4.9,0.3,80.9,3,10,4,0
20106,college,5.2,5.1,8.1,88.2,7,3,8,1
20107,working_student,6.1,8.2,3.1,94.4,5,7,5,0
20108,college,4.7,7.3,2.5,79.3,6,4,3,1
20109,college,5.3,1.6,6.2,72.8,6,6,12,0
20110,college,5.5,3.9,6.6,76.1,3,8,1,1
20111,working_student,6.7,7.3,0.0,97.7,7,3,8,1
20112,college,4.7,9.1,3.5,75.4,4,6,3,1
20113,college,8.2,4.0,4.2,77.4,5,3,7,0
20114,college,6.5,6.0,0.3,84.5,7,10,7,0
20115,college,6.2,3.8,1.4,62.5,4,7,6,0
20116,working_student,6.6,6.0,1.6,57.0,1,6,11,0
20117,school,8.1,3.3,6.8,75.4,4,9,1,0
20118,school,9.9,0.7,3.1,73.2,6,4,8,0
20119,school,7.5,4.8,1.6,68.5,1,2,1,0
20120,college,5.0,3.5,3.7,94.0,4,9,6,0
20121,working_student,4.7,10.8,6.0,89.7,3,6,2,1
20122,college,4.9,5.0,0.3,89.7,4,6,4,0
20123,college,6.4,6.8,4.2,92.9,6,1,4,1
20124,college,7.6,7.5,4.3,79.4,5,9,9,0
20125,college,4.5,6.4,3.4,66.3,5,9,12,1
20126,college,6.4,5.9,2.1,69.5,4,5,4,0
20127,college,5.5,6.9,3.6,79.7,10,1,12,0
20128,college,8.6,2.3,2.8,83.1,4,3,2,0
20129,school,5.8,3.0,2.4,77.7,3,8,11,0
20130,college,4.3,10.2,0.1,62.7,2,1,1,1
20131,college,6.5,4.1,7.0,80.8,9,6,8,0
20132,college,6.3,1.3,4.0,68.7,5,10,9,0
20133,school,6.4,1.5,4.5,97.1,1,2,10,0
20134,school,5.7,2.0,6.8,82.0,5,6,9,0
20135,working_student,2.9,3.2,4.6,77.1,5,3,3,1
20136,college,6.5,5.8,4.8,83.3,7,7,3,1
20137,college,6.0,4.6,5.1,74.2,9,5,8,1
20138,college,5.6,2.8,3.6,84.2,5,1,11,0
20139,school,7.1,2.7,4.6,84.5,7,6,1,0
20140,college,5.6,6.4,5.0,78.1,4,5,3,0
20141,college,6.3,7.9,3.9,93.1,4,9,9,0
20142,college,3.0,6.4,0.6,79.7,5,1,10,1
20143,school,6.3,2.5,3.7,83.2,5,8,3,1
20144,school,7.1,2.9,4.5,87.3,5,4,6,1
20145,college,5.7,5.0,7.7,120.0,3,9,2,0
20146,college,4.9,8.4,3.4,77.2,4,5,10,0
20147,college,3.9,4.7,4.0,92.5,5,8,9,0
20148,school,7.3,2.9,4.3,97.5,5,5,3,1
20149,working_student,6.5,15.0,2.8,82.0,5,6,4,0
20150,college,3.9,6.5,1.8,98.7,8,5,10,1
20151,college,7.1,6.6,5.8,98.5,5,6,2,1
20152,college,2.2,4.9,7.0,82.4,1,4,11,0
20153,school,6.2,1.9,5.7,96.3,5,5,3,0
20154,college,4.8,6.2,2.4,96.9,5,6,3,0
20155,college,6.4,4.6,4.5,72.7,2,5,7,0
20156,school,8.2,2.0,2.0,79.0,4,3,1,0
20157,college,8.1,4.5,4.0,82.0,1,5,8,0
20158,school,6.6,2.4,2.5,105.0,8,6,9,0
20159,school,6.0,3.3,0.0,72.4,9,3,11,1
20160,working_student,6.2,5.0,2.5,70.7,6,4,5,1
20161,school,8.1,4.5,0.2,67.2,5,6,7,0
20162,college,7.5,3.9,2.2,81.6,3,3,9,0
20163,school,8.6,3.6,4.7,71.7,4,5,1,1
20164,school,6.6,4.8,3.8,82.0,6,5,4,0
20165,school,6.5,4.5,1.5,74.2,2,5,4,0
20166,school,6.1,0.7,3.3,64.0,7,5,6,0
20167,school,6.5,2.3,1.8,95.0,5,4,10,0
20168,school,8.6,2.5,6.2,75.2,9,5,11,1
20169,school,7.4,2.4,3.4,87.7,1,7,12,0
20170,working_student,6.4,5.7,5.0,84.0,9,1,11,1
20171,college,4.5,7.9,0.5,82.1,3,4,4,0
20172,college,3.8,8.4,3.7,82.0,3,7,3,0
20173,working_student,4.5,8.2,2.6,67.3,7,3,3,1
20174,working_student,7.0,4.5,5.1,93.2,1,1,4,0
20175,working_student,3.7,4.2,3.5,88.8,10,7,12,1
20176,school,8.5,4.9,5.5,63.7,3,3,7,0
20177,college,4.8,3.3,4.1,84.1,9,7,2,0
20178,school,6.5,1.4,6.7,90.0,1,4,1,0
20179,college,5.2,9.1,2.9,78.0,5,4,7,0
20180,college,8.7,8.4,4.4,88.9,5,9,1,0
20181,college,7.9,5.0,1.8,83.4,2,5,6,0
20182,college,7.6,3.0,9.2,93.2,5,9,4,0
20183,school,5.9,0.0,5.0,92.9,3,6,12,0
20184,working_student,3.9,6.8,4.1,93.8,1,4,12,0
20185,school,9.0,4.8,3.9,66.3,9,2,4,1
20186,college,2.8,7.6,3.2,83.1,1,2,11,0
20187,working_student,4.3,4.1,7.4,82.0,3,7,7,0
20188,working_student,5.0,5.5,2.3,83.6,2,2,11,0
20189,working_student,6.8,8.6,3.0,75.4,5,7,10,1
20190,college,5.1,5.1,3.5,87.1,8,7,7,1
20191,school,7.9,5.5,3.8,86.7,4,8,12,0
20192,college,7.5,4.1,6.3,72.2,1,5,2,0
20193,working_student,5.5,7.9,1.1,99.7,7,4,5,1
20194,working_student,6.1,2.4,3.0,87.0,6,6,9,0
20195,college,4.8,4.7,2.9,0.0,5,10,7,0
20196,college,8.2,4.7,3.1,80.7,4,7,7,0
20197,working_student,5.3,5.8,3.5,91.7,2,5,7,0
20198,college,6.1,3.4,6.1,95.9,2,5,8,0
20199,college,6.2,8.1,6.2,72.2,6,6,7,0
20200,school,5.4,2.0,3.5,88.7,5,8,1,0
20201,school,6.4,4.5,3.0,81.7,5,5,7,0
20202,college,5.4,5.8,1.0,85.8,1,6,3,1
20203,school,9.3,4.7,1.1,69.4,5,7,10,0
20204,working_student,5.9,8.0,0.9,80.1,8,10,4,1
20205,working_student,6.1,3.1,4.7,77.5,9,4,5,1
20206,school,8.1,1.9,0.8,97.0,8,7,9,0
20207,college,4.1,5.5,3.5,82.0,4,5,7,0
20208,college,7.0,5.2,2.3,71.1,7,3,7,0
20209,college,5.2,4.8,4.0,76.5,5,7,1,1
20210,college,6.7,3.3,4.4,96.5,7,6,3,0
20211,school,6.5,1.7,4.8,76.9,4,7,5,0
20212,working_student,6.0,5.3,5.8,66.5,2,6,6,0
20213,working_student,6.3,2.8,3.5,66.9,7,8,10,0
20214,college,7.5,4.8,0.9,82.0,5,9,11,0
20215,school,7.9,3.2,3.2,87.3,6,7,8,0
20216,working_student,6.3,7.3,3.9,97.3,1,9,12,0
20217,college,7.8,4.9,6.3,91.0,6,5,9,1
20218,college,6.4,6.0,7.0,70.7,5,6,3,0
20219,school,8.7,4.6,5.2,82.8,3,4,9,0
20220,college,8.2,5.2,5.0,85.1,8,7,4,1
20221,college,7.3,5.6,3.3,82.0,8,3,6,1
20222,working_student,4.8,4.5,2.7,86.4,7,7,4,1
20223,college,7.2,3.7,6.0,66.8,3,8,10,1
20224,working_student,5.2,6.5,7.0,78.8,2,4,3,0
20225,working_student,4.7,9.2,1.9,67.4,4,8,1,1
20226,school,6.1,2.7,1.3,84.8,9,5,7,1
20227,working_student,4.8,7.2,7.9,66.8,6,8,8,1
20228,working_student,3.8,7.6,6.7,87.7,7,5,9,1
20229,college,9.5,4.1,3.2,86.4,9,5,7,1
20230,college,6.2,3.7,4.6,73.3,4,4,11,0
20231,college,7.8,8.5,6.1,94.8,8,8,12,1
20232,college,6.4,3.2,3.4,82.0,6,4,7,0
20233,working_student,4.5,7.4,2.5,63.5,7,10,11,0
20234,college,4.7,6.3,3.4,96.1,8,4,11,1
20235,school,7.2,2.5,5.0,85.3,5,5,7,0
20236,college,6.2,4.8,0.3,73.3,3,3,3,0
20237,school,7.4,1.0,3.8,76.5,6,8,12,0
20238,school,6.4,3.4,3.5,76.3,1,7,6,0
20239,college,7.8,6.6,1.9,82.0,5,9,9,0
20240,working_student,6.4,8.1,3.8,86.7,7,7,12,0
20241,school,6.6,3.2,3.3,89.6,6,6,9,0
20242,college,4.9,11.5,5.7,92.1,7,6,9,1
20243,college,5.3,7.7,3.8,61.1,5,5,4,1
20244,school,7.9,2.0,4.0,99.9,7,7,6,1
20245,school,9.1,4.5,6.1,75.3,3,5,11,0
20246,college,5.0,4.4,5.3,99.2,6,8,5,0
20247,working_student,7.1,14.6,7.8,72.3,6,5,11,1
20248,college,4.5,8.2,5.3,89.2,5,6,7,1
20249,working_student,5.3,7.6,0.1,89.4,5,8,1,0
20250,working_student,4.6,9.4,3.8,71.2,6,3,8,1
20251,school,8.8,4.4,4.6,84.8,6,10,6,0
20252,college,6.7,5.4,4.6,68.3,2,5,5,0
20253,college,6.7,2.7,3.7,75.5,7,6,7,0
20254,college,6.5,2.8,2.3,76.7,3,6,11,0
20255,college,5.7,7.8,2.0,98.4,6,8,8,0
20256,working_student,3.6,2.4,2.5,98.2,5,7,1,0
20257,college,7.5,2.2,3.5,76.9,5,7,3,1
20258,school,8.0,1.0,4.3,83.0,2,8,7,0
20259,school,5.3,3.9,0.7,58.4,4,7,8,0
20260,school,6.8,3.8,4.6,82.0,3,3,5,0
20261,college,5.3,4.5,3.9,89.1,3,3,7,0
20262,college,5.4,2.7,3.3,66.4,2,9,11,0
20263,college,7.8,4.5,4.3,60.1,5,2,7,0
20264,college,7.2,5.5,2.1,84.8,1,7,5,0
20265,college,7.3,5.9,6.1,71.5,2,7,2,0
20266,working_student,5.9,6.0,3.6,74.7,10,5,3,1
20267,working_student,8.6,5.2,1.0,65.4,9,9,5,1
20268,working_student,5.2,6.8,2.6,77.1,8,8,5,1
20269,college,6.0,4.9,4.9,81.3,4,2,10,0
20270,college,5.3,5.7,5.4,90.0,2,9,1,0
20271,working_student,5.9,4.4,3.5,88.9,5,6,2,0
20272,college,5.7,3.9,2.6,76.3,7,2,9,1
20273,college,8.3,5.5,1.7,82.0,9,5,4,0
20274,working_student,5.6,5.1,3.4,82.0,5,3,11,0
20275,college,5.5,5.3,2.2,82.0,6,5,10,0
20276,college,5.5,2.8,3.5,89.6,3,4,11,0
20277,school,7.6,2.4,1.8,86.8,1,6,9,0
20278,school,6.7,1.5,2.8,76.5,2,6,3,0
20279,school,7.8,0.4,4.4,77.5,5,9,2,0
20280,school,7.3,2.2,4.5,82.0,5,3,7,0
20281,working_student,4.2,10.3,3.7,73.5,5,5,9,1
20282,working_student,7.4,7.6,2.4,88.1,9,5,10,1
20283,working_student,5.4,3.3,3.5,91.3,5,7,8,0
20284,college,6.7,3.5,2.4,69.5,5,10,8,0
20285,college,6.5,4.3,2.5,62.6,7,5,2,1
20286,college,6.4,6.2,1.9,88.0,5,9,7,0
20287,working_student,8.5,3.8,5.8,67.3,7,4,8,1
20288,school,7.1,1.8,7.7,75.6,6,9,12,0
20289,working_student,5.6,5.7,2.5,80.2,8,6,2,1
20290,school,8.3,2.1,5.4,98.9,8,6,6,1
20291,college,5.4,2.2,7.6,70.0,7,3,11,1
20292,school,6.5,2.9,2.6,75.6,7,2,12,1
20293,working_student,4.6,8.5,5.5,74.4,6,10,6,1
20294,working_student,7.2,7.1,6.4,74.3,10,7,7,1
20295,school,8.5,2.2,5.9,97.7,6,8,8,0
20296,college,6.5,5.6,5.0,77.3,5,8,7,0
20297,school,7.3,5.0,7.3,82.0,8,6,6,1
20298,college,7.2,5.1,4.7,81.3,5,2,1,0
20299,college,5.1,4.9,0.8,64.7,7,10,9,1
20300,college,4.9,4.7,6.3,74.0,5,6,11,0
20301,college,8.3,4.5,3.1,80.1,6,6,9,0
20302,college,4.5,5.9,3.7,90.3,8,4,9,0
20303,college,2.3,1.7,5.7,70.6,10,10,12,1
20304,working_student,5.6,4.0,3.5,66.4,5,5,12,0
20305,college,6.8,7.7,4.4,81.8,6,8,12,0
20306,school,7.8,2.9,4.4,87.5,1,7,11,0
20307,school,7.1,2.8,0.0,84.4,7,5,11,0
20308,working_student,6.8,7.3,5.2,80.6,5,6,7,1
20309,working_student,5.2,1.9,3.5,75.3,10,1,7,1
20310,college,9.6,4.6,2.3,73.0,7,6,7,0
20311,college,6.7,8.0,2.7,70.0,5,9,9,0
20312,college,5.5,4.5,4.7,86.2,5,5,10,0
20313,school,7.5,2.5,1.6,97.7,6,9,5,0
20314,college,4.2,5.9,3.4,53.7,4,7,11,0
20315,college,6.6,6.1,3.1,68.5,7,3,2,0
20316,school,7.4,3.1,0.5,95.2,5,7,8,0
20317,college,6.5,8.4,2.7,72.7,6,9,8,0
20318,college,5.4,5.2,6.5,99.5,2,5,10,0
20319,college,5.9,3.7,3.0,96.8,5,7,5,0
20320,school,8.1,1.9,2.3,99.6,6,5,9,0
20321,college,5.1,3.6,2.6,80.4,8,8,7,1
20322,college,5.9,5.0,4.8,96.8,2,8,2,0
20323,school,7.2,1.5,5.1,82.0,5,8,5,0
20324,school,7.7,2.2,3.9,70.6,7,5,5,1
20325,working_student,4.3,10.6,1.3,71.6,7,7,12,1
20326,school,8.5,2.2,7.7,84.3,5,8,6,0
20327,working_student,6.9,6.3,4.0,98.8,4,6,11,0
20328,school,7.5,3.0,3.2,75.1,3,3,7,0
20329,college,6.5,3.9,1.9,72.9,4,4,6,0
20330,school,6.6,4.0,4.6,72.1,3,3,9,0
20331,school,7.9,4.0,3.1,77.8,2,5,12,0
20332,school,9.5,6.9,1.4,85.0,8,5,3,1
20333,college,6.5,8.1,1.7,79.5,7,7,2,1
20334,school,6.1,2.2,1.2,94.9,9,3,7,1
20335,college,8.2,6.5,2.1,99.4,6,5,2,0
20336,school,5.9,1.8,4.7,52.0,7,9,8,1
20337,working_student,7.6,6.9,1.1,80.3,2,9,1,0
20338,college,4.9,6.5,4.8,98.5,6,9,1,0
20339,working_student,6.0,5.3,3.5,60.6,6,2,2,1
20340,college,6.5,5.0,3.5,84.7,4,6,12,0
20341,school,6.6,3.4,3.5,89.0,3,7,11,0
20342,college,6.3,5.3,2.7,79.6,6,2,8,0
20343,school,7.5,1.5,3.8,84.9,7,8,8,0
20344,college,2.7,1.2,3.0,59.5,5,3,4,0
20345,college,6.8,0.5,2.1,65.0,6,1,10,0
20346,college,5.6,4.3,5.1,94.9,5,10,8,0
20347,school,7.8,3.2,3.4,96.5,3,2,10,0
20348,working_student,6.7,4.4,8.5,93.8,8,5,9,0
20349,college,5.1,1.0,3.0,56.3,5,7,11,0
20350,school,6.5,3.5,4.6,75.7,9,9,12,0
20351,college,7.0,6.3,2.8,88.2,7,5,5,1
20352,college,6.0,6.1,3.4,92.6,4,6,11,0
20353,school,7.6,3.3,1.2,61.1,9,9,7,0
20354,working_student,6.6,6.1,0.5,66.0,5,3,3,0
20355,college,6.1,6.2,5.5,67.9,4,5,3,0
20356,school,7.5,1.9,3.1,72.6,4,3,2,0
20357,working_student,5.2,4.8,3.0,72.1,7,10,2,0
20358,college,5.6,4.0,3.0,88.5,6,6,7,0
20359,working_student,6.2,3.5,4.4,70.4,8,7,1,1
20360,college,6.5,2.9,4.4,83.8,2,4,5,0
20361,college,7.7,3.5,2.8,95.8,10,9,7,1
20362,school,8.6,3.2,1.4,78.2,5,1,12,0
20363,college,4.8,2.5,4.6,73.2,5,6,11,0
20364,working_student,6.2,6.5,1.7,73.3,2,7,2,0
20365,school,7.5,3.1,3.5,82.0,4,10,6,0
20366,college,5.8,12.0,4.9,81.4,8,2,7,1
20367,school,7.6,1.7,2.3,51.5,3,6,11,0
20368,college,4.2,4.5,2.3,69.2,8,10,3,1
20369,college,6.3,7.1,2.1,80.9,8,5,10,1
20370,college,9.3,4.9,4.3,70.7,8,3,5,1
20371,school,7.4,0.7,0.9,69.2,5,5,6,0
20372,college,5.4,4.7,3.5,78.9,5,3,1,0
20373,school,6.6,2.0,6.9,90.4,3,7,7,0
20374,college,7.0,1.5,3.5,88.8,5,5,8,0
20375,school,7.4,2.9,0.8,61.3,5,4,1,0
20376,college,4.5,4.0,3.0,75.6,9,5,10,0
20377,college,3.1,3.2,2.5,82.0,6,8,2,0
